session_id,action_type,query,intent,answer,status
c5ee077b-4cff-4378-b15d-38dfbfd58ddd,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
c7009324-d1fe-4869-be8d-0cc8a148f281,typed,Can we order 6 pics,Add Product images,"To add your products please visit <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
You can also add products using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a>

 <a href=""https://help.indiamart.com/knowledge-base/add-product-images"" target=_blank>Know More</a>",N
149f50ce-67e1-44cc-825d-aff14327b064,typed,Good morning have a nice day,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
3ff1dcf5-9ec1-4852-bcda-d65a9d15f3a6,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
367e5876-a058-468a-9da7-b3f93bb81eb4,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
c71d59fb-7b59-45be-bc95-10d611773c5f,typed,"Thank you for your message. Were unavailable right now, but will respond as soon as possible.",Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
3ef44bbf-b6b9-48ab-84e2-33968b6a0413,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
642e4865-8521-418c-905b-207d7b2f5ff6,suggested,Add Price Range,Price Range,"Providing price on products helps in the better decision making of the buyer and at the same time it is one of the listing criteria for supplier listings on IndiaMART
We do not accept price range as an input, If the price for your products is dependent on market fluctuations you can provide a tentative price against your productâ€™s  description which could be negotiated with the buyers during the discussion stage",Y
1e445229-ee33-4d2c-a514-84bd72aa79ff,typed,This is available,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ba2296fd-aeef-45fe-aedc-7fa0dd5e05ff,typed,Lead Manager,Lead Manager,"Lead Manager on your seller panel is designed to organize, manage, and track all your leads in the most efficient way and convert them into a business. 

Please click on <a href=""https://m.indiamart.com/messages/"" target=""_blank"">here</a> to access your Lead Manager.

<a href=""https://help.indiamart.com/knowledge-base/lead-manager/"" target=_blank>Know More</a>",Y
e0c6359f-39bc-484d-a1dc-164258dbfe51,typed,Baili,faq vyapar,"<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/hPfNBvRM-Tw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>

Please visit <a href=""https://vyaparapp.in/"" target=_blank>https://vyaparapp.in/</a> to download Vyapar App

<a href=""https://help.indiamart.com/knowledge-base/faq-vyapar/"" target=_blank>Know More</a>",NA
035786d1-d253-493d-88e0-6882ed324b3a,typed,Jii,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
cd3022a4-de89-4599-be5b-5d8a22ea84d2,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
9725ccb5-41a2-447c-b3cf-a7c61a85a4c1,template,No one is receiving my call,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
c2563a3f-1af2-4e92-9e66-7212a3cbddb2,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
c3a52873-9f44-46a5-b566-90279f4c1630,typed,"Cement 43 Grade Non Trade Cement,we required 17000 bags for week",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
c0ca95fd-cf8d-4818-8948-c65ca293f3a5,typed,Iski laser bulb mil skta hai,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
7fe36a0b-324b-487f-b9a2-ea1550543398,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
3a681d91-5969-48d0-a983-b6d33739b9d0,typed,"Wp30 pump set 
Rate 8000",Feedback to seller,IndiaMART takes feedback from buyers through emails. Buyers can share seller feedback as well as their feedback about overall IndiaMART experience through these emails.,N
52477fdc-c2aa-4e9e-a6cd-019ee1556dcd,typed,Done,FallBack Intent,"Sorry! We would be needing more information on your query.

You can reach out to us at customercare@indiamart.com.",N
649af098-bad7-45e9-bab4-a5b50554c824,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
52edcfcd-99d3-4f38-bd69-6c71d000475b,typed,Bay,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
498168d5-123f-4e7c-adc6-287c3258df67,typed,4nos,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
c37714ed-e46c-4099-acca-83fd8e82ab75,template,Thank you for contacting MARUTI INDUSTRIES Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
0f1c6b33-32df-42dd-bea7-8f43a8538263,typed,Bhai Tavera Inova batao leyna h,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",NA
e2b627c1-3374-4bd6-9ec7-b520eefeca9f,typed,"I want Indian bow  full set 
How much sir",Location Preferance for Foreign Leads,"""If you wish to receive BuyLeads from India and other foreign countries, we recommend to select the location preference as â€˜Indiaâ€™ and to search for foreign BuyLeads using â€˜Locationâ€™ filter. Upon regular consumption of foreign BuyLeads, you will start receiving more of such leads gradually.

However, if you select the location preference as â€˜Foreignâ€™, you will get foreign leads only and product visibility will also get impacted among the sellers dealing in India.""",N
62cb4b57-036d-4298-9b5f-660c690bbecb,typed,Micro,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
25939c21-2ecf-407d-88eb-89ca2996f330,typed,Menu,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
6dbb2290-2a21-478c-bf4b-7d824d26fad7,typed,Fox blooming,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
0b57fbc7-b18f-4573-b942-5cf16488769f,typed,Pink color,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
8bf9b295-61f8-47ae-9913-cdbfc8c9c2bf,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
64b11466-7fe0-4fea-90d5-f7152e55a55b,typed,"Thank you for contacting Sdm tours and travels..
For safe and Secure JourneyðŸ¤",Search a contact on Lead Manager,"You can search for a contact by its name, city, company name and mobile number. To search for a contact, as you start typing the name, city, etc., you will see relevant search results as shown below.

For more details Please Click <a href=""https://help.indiamart.com/seller/communicate-with-buyers/"" target=""_blank"">here</a>",N
1fcc9024-f2d8-42ce-8a6a-b2d6a95a3ed4,typed,Do they ship to Malawi?,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",Y
c71d0a59-c418-432f-a09a-c0cb5c0e591d,typed,24 swg or 27 swg milega,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
5941d432-ad51-4dc9-8203-02a7c057c6b5,typed,Help video,Help Video Gallery,"Introducing the <b>Help Video Gallery</b>, a central place to find all Help videos to assist our users.

Please click <a href=""https://help.indiamart.com/video/"">here</a> to view help videos.",Y
06722417-3fd7-4a94-ad05-10bbe175e665,typed,Thanks,,Its my pleasure to help.,Y
b66c0391-9846-492b-b63c-e39fb40233f5,template,Thank you for contacting gauravdwivedi285! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
6f0f2f0a-6169-49ad-b0bd-99f39c990007,typed,hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
1a3d0aca-58f7-44fa-96e8-8d248ac7574a,template,Thank you for contacting PLCC water tanker provider Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
bac77f9b-c5ed-4d95-b9a7-62f2f0f271ed,typed,"I get your mobile number by mail regarding to the products
Polyol and isocyanate",Manage Alerts,"Open your settings page from IndiaMART App.
You can manage your  alerts in the notification settings,

Please Note: Currently, for email, you cannot disable email notification for PNS. You will get email notification by default for missed and answered calls

<a href=""https://help.indiamart.com/knowledge-base/manage-alerts/"" target=_blank>Know More</a>",N
bc52de74-de97-42d1-97d1-9fd4168155e6,template,"Any requirement sir
Tab.
Cap.
Inj.
Dry syp.
Ointment.
... Pls any requirement",BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
0ef95cfe-5377-4a9f-a094-5e935604c983,typed,What is the water pressure ?? Par?,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
22347689-70f7-40b9-9e68-fd03d94dcf71,typed,Ji,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
fab8826d-0365-43af-825a-069392d53115,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
52955d36-0ecb-4706-9d8c-85721175d971,typed,Thank you for contacting WELTECH INDUSTRIES ðŸŒ¹,,Its my pleasure to help.,N
f02d826d-3147-49be-b26b-10c5463b43a7,typed,5hp,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
8bd98e88-6864-486f-870f-cc97d7d43e60,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
9cc33307-21f6-486b-b8ae-7ac86eb1930e,typed,Lead Manager,Lead Manager,"Lead Manager on your seller panel is designed to organize, manage, and track all your leads in the most efficient way and convert them into a business. 

Please click on <a href=""https://m.indiamart.com/messages/"" target=""_blank"">here</a> to access your Lead Manager.

<a href=""https://help.indiamart.com/knowledge-base/lead-manager/"" target=_blank>Know More</a>",Y
750c2ab8-e680-4c73-b34d-7624fe1617ec,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
2d01583d-a0ec-4e76-9ba9-ede47fb2500b,typed,Yes,,Good!,Y
6d589d9e-5011-420b-962f-eeb78ede974c,typed,Bangladesh a delivery dawha jabe,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",Y
b0049555-2083-4630-a0ee-30859f75260d,typed,Madhav lel.& motor wedding,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
a95e146d-c3fb-4265-a385-9c99984ddfa7,typed,Y,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ad0bb976-9ee3-44a8-9632-e5ced0054682,typed,PURE TABOO I Helped My Best Friends Hot Nympho Stepmom Squirt With Her With Her Husbands Help,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
ab5d0a95-164b-4050-baad-4413992c88e4,typed,Need trolly,Need for Product Mapping,"""Product mapping helps to categorize the suppliers on the basis of their goods/services.

IndiaMART maps suppliersâ€™ products into specific and relevant categories. This has multiple benefits:

Helps in directing relevant business leads to suppliers based upon category mapping.
Provides buyers with a large number of suppliers dealing in a particular product category by browsing through those categories on IndiaMART platform.
""",N
97f91e58-3be2-49db-b7dc-f95a10072ff6,typed,Comment fonctionne,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
ecf56e28-b4fe-4035-8aa8-b268aa270a98,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
43bfaeae-69b4-4d74-850d-c074b7fb566a,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
f0596ada-d336-4acd-b263-929bbd524e92,typed,Prij,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
d191ea8d-c885-4bb5-bdfd-7f9455076eb8,typed,",",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
65c8d879-1aa1-41cc-be37-aa15b45a36d0,typed,Hii sir hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
befe0717-848c-434a-8c2c-43e551b1ed9b,typed,Krishna enterprises,Search a Product,"Please visit <a href=""https://m.indiamart.com/"" target=_blank>https://m.indiamart.com/</a> and search for the product/company name using search box

<a href=""https://help.indiamart.com/knowledge-base/search-a-product/"" target=_blank>Know More</a>",N
688d3906-6a24-44c4-9cae-dfafbb45287e,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
2459dc8f-6642-4f8e-84ac-9054812f0db9,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
b904aa3f-f7fe-4857-ac78-aa4e4f482d91,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
925ae2e2-f912-4a0d-b229-17abdcd29563,typed,D o pepper 120size 12x18,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
642182e6-e76a-4655-aa76-c6ec78aac70f,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
1547de3c-ee4b-4e03-83f3-10ac09ef261b,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
015e22ca-2a5e-49e7-a8f4-cf2bbc75f358,typed,Envelope,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
f0d65bbe-6f8b-4d84-92ac-4263e1666dca,typed,Thank you for contacting us ! Please let us know how we can help you. Share your exact requirements and delivery location for final quotations!! âœ”ï¸,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",N
84af379b-c8bc-494f-b630-f358a18dc015,typed,Beig,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
3c7c926a-9154-46c7-bbd0-5837865e8bdd,template,20mm,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,N
f51b2f6b-472b-4516-9e6a-8fed6cbb9b53,typed,100 rool,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
b58ab3ab-cd14-4858-acfe-b0e420b9a1b4,typed,Hamen bye karna tha,,Till next time!,NA
f2c1357f-491f-49d0-8dfd-9111ef8f1ec5,typed,I want job,Careers in Indiamart,"Please visit <a href=""https://careers.indiamart.com/jobs/"" target=""_blank""><b>IndiaMART Career Portal</b></a> for information about career opportunity at IndiaMART.",Y
f9de8af0-d1c7-4558-8a6e-e52fee926973,template,Cam i talk with your person?,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
2c9db252-5f09-4569-8d32-0fd5ba36eec2,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
2c35a4a7-5d61-442c-9945-c635bf57af60,typed,MENU,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
9a653749-0248-4a43-8de3-fe37533e2f28,typed,Thank you for contacting AVS Sports...! Please let us know how we can help you.,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
276efac8-e0d0-43b6-a268-8b2905adcef4,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
0ecdaa05-b812-4e7d-bf15-19fde9717e05,typed,24 box only,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
af5f1600-299f-4ca8-ab00-4d7adbf0318b,typed,Rate kya hai,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
167f6de4-b149-4521-a26f-8fa0c5251a86,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
48cda649-c82a-493d-8003-963cdb1b4c9f,typed,"Thank you for your interest in our product, please share below details to serve you better!!
Name:
Company Name:
Contact No:
Email:
Address:
City:
State:
Pin Code:
Product Interested:",Indiamart branch Offices,"<b> <a href=""https://corporate.indiamart.com/branch-offices/"" target=""_blank"">Click Here</a></b>  for Indiamart Branch Office Address",N
ce0dc9ef-2976-4045-a31e-a81fe7909336,typed,Price 400,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",Y
0387716f-8dd0-4eba-a778-a7f2f269fab7,typed,Bay kha se kare,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
c654f0ff-7aa7-41df-8b38-12dc2e650d89,typed,Kyunki agale Bande ko bhi tension Na Ho khud ko bhi tension Na Ho,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
253b7d90-78cb-4c67-99fd-01f07a4f76fd,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
567ad8a2-f4f3-4a4f-aea6-89be575af99a,typed,Order kaise hoga sir,Add Products on Indiamart,"You can add products directly to your catalog using <b>Whatsapp.</b> 
Simply <b>upload an image</b> along with <b>product name</b> in caption.

or

You can add products through <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
 
<a href=""https://help.indiamart.com/knowledge-base/add-products-on-indiamart/"" target=_blank>Know More</a>

<iframe width=""300"" height=""300"" src=""https://www.youtube.com/embed/aAL4k1zAvl8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",NA
6db50ab7-fa72-4a6c-b008-9a003195deb7,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
d178f098-1601-4f17-9a72-6710c7c54556,typed,When it is delivered approximately,Indiamart provide shipping,"IndiaMART acts only as a marketplace for connecting buyers with suppliers. It does not provide logistic services to the users. 

However, users can use our <a href=""https://shipwith.indiamart.com"" target=_blank>shipwith.indiamart.com</a> platform to post their logistics requirements and connect with prominent logistics service providers.

Click <a href=""https://help.indiamart.com/knowledge-base/indiamart-provide-shipping/"" target=_blank>to know more</a>",Y
93611c6d-94ea-471f-a7f4-d5fd7a127f0a,typed,How to order,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",N
0c3a241a-1c63-4aab-83c6-a27edd5dee06,template,Thank you for contacting ACUPRESSURE HEALTH CARE SYSTEM! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
229d07ce-f78b-4f9a-9008-c48ded132e0a,typed,N price please,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
2cf855b7-10e0-47d4-87cd-e190eaeaf227,typed,Price,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
34d856f8-ef2e-402a-96b6-0c96872a4f09,typed,How much,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
a206a1a9-fb5e-4c8c-8f88-336d5461e440,suggested,Add Price Range,Price Range,"Providing price on products helps in the better decision making of the buyer and at the same time it is one of the listing criteria for supplier listings on IndiaMART
We do not accept price range as an input, If the price for your products is dependent on market fluctuations you can provide a tentative price against your productâ€™s  description which could be negotiated with the buyers during the discussion stage",Y
99c375e1-5ee1-440f-9a1b-2b0c8c4547fd,typed,"Elham MultiPlast LLP: One Stop Solution for All Plastic Packaging Needs

Want to know how Elham MultiPlast works? Kindly watch our full video:

https://youtu.be/WMp7hZ_xQ3s",Add Product Videos,"You can also add your product video using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a> 

Click on Add Video option & provide the video URL",N
32cd2c81-6278-4fea-a303-805236dbc40b,typed,hey,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
5ce4a124-fe00-4c68-a966-62d2d50e1e76,typed,Help Videos,Help Video Gallery,"Introducing the <b>Help Video Gallery</b>, a central place to find all Help videos to assist our users.

Please click <a href=""https://help.indiamart.com/video/"">here</a> to view help videos.",Y
7326addf-03d3-4d1e-82ff-50251604f5e7,typed,Hii,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
d0216d1d-16d9-4863-9c91-d512ac886d23,typed,Hi,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
fd008be5-db29-4bb9-b104-8f0daddacadc,template,Thank you for contacting App Droid! Please let us know how we can help you.,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,N
712ec6ef-ccdb-4e70-9f93-3c4d39f185e4,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
b2a3996a-82be-4f60-8789-0a9c2d6f46c0,typed,S,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
68c7d165-4798-4bf1-85c1-c220f450759b,typed,Yes,,Good!,Y
320fbaac-f2af-4df8-beb0-6fe3d193af92,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
b65fa7e1-887f-43a1-b8a8-d38c10bfa2b3,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
5824e902-ea37-4176-a991-93829a6f10da,typed,Address please,what is the address of Indiamart,"<b>Corporate Office:</b>
IndiaMART InterMESH Ltd.
6th floor, Tower 2, Assotech Business Cresterra, Plot No.22, Sec 135, Noida-201305, Uttar Pradesh, India.
Phone: +91 -120 -6777800, Fax: +91-0120 -4873101

<b>Registered Office:</b>
1st Floor, 29-Daryaganj, Netaji Subash Marg, Delhi â€“ 110002

Click <a href=""https://corporate.indiamart.com/branch-offices/"" target=""_blank"">here</a> to know Branch Office Address.",Y
7b84abc6-fe0f-4e64-a14c-d98a93e85ed9,typed,Ato marij lid6,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
95e7b228-52d0-4dd0-86e4-948ce037a525,suggested,Company Details,Update Company Details,Please select from the below options or type your query,Y
697ca38e-f0ac-4ddb-88c5-9e425163108a,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
e3ecbe1e-3b40-42b2-84ed-318db30d30bd,typed,Hi,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
291e58e9-e713-403c-9866-8ced04d5cb86,typed,Viagra my order,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",N
6d0ec7e2-0244-464a-b534-c7b1caf997cb,typed,"Thank you for contacting Mandholiwal Industries Pvt Ltd! Please let us know how we can help you.

Below is our catalogue:


https://cleanking.godigi.app

For quicker response please connect on 9777912224",Seller not responding,"While we always recommend our sellers to promptly respond to buyer enquiries, sometimes they may not do so due to multiple reasons. These may be lack of time or they may not provide service in your location or may not deal in the specific product/model that you need. In such cases, you must reach out to other sellers dealing in your required product(s). Alternately, you can simply post your buy requirement and we will send you more seller options. We also share your requirement with sellers, who will contact you immediately.",N
eac2b435-1e38-4346-802c-29e9c3441b2d,typed,14 hp dauble wheel price,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
e7882746-95df-476c-8ec6-5be9091317a4,typed,BuyLeads,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",Y
54037a38-814d-4e75-8429-33638ecbc937,suggested,Manage Profile,Add Update Business Information,"Please visit <a href=""https://m.indiamart.com/my/editprofile/"" target=""_blank"">here</a> page to edit your profile.
Business Profile includes:  Company name, Website address and Business type.

<a href=""https://help.indiamart.com/knowledge-base/add-update-business-information/"" target=_blank>Know More</a>",Y
7604d1a2-a028-40ee-ac76-aba64dcffef7,typed,Manage Profile,Add Update Business Information,"Please visit <a href=""https://m.indiamart.com/my/editprofile/"" target=""_blank"">here</a> page to edit your profile.
Business Profile includes:  Company name, Website address and Business type.

<a href=""https://help.indiamart.com/knowledge-base/add-update-business-information/"" target=_blank>Know More</a>",Y
ec15319a-7356-46aa-bb56-b82e0a182812,typed,1.5   5pis,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
f89b9847-0c04-4242-891c-c929fae8425a,typed,Hello,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
7a201989-573c-4e2b-9538-3bd1448dd3a6,typed,Manage Profile,Add Update Business Information,"Please visit <a href=""https://m.indiamart.com/my/editprofile/"" target=""_blank"">here</a> page to edit your profile.
Business Profile includes:  Company name, Website address and Business type.

<a href=""https://help.indiamart.com/knowledge-base/add-update-business-information/"" target=_blank>Know More</a>",Y
d1968696-b01a-464a-95b3-7994cc116c66,typed,Hi team,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
d497e2e8-069c-418c-a36f-8937df49f6b8,typed,Airlaid febric,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
0cd95673-fa70-4872-adb4-1ca5e1057fd3,typed,Sheet Metal Furniture Components,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
55dbb5d3-5b34-4df0-a4fc-090e8329e22f,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
194a73ed-9f4e-42c6-81d1-db16c495fbd9,typed,Calculator OT-714,PWIM Rate Calculator,"Please refer to the link :- 
==> https://seller.indiamart.com/pwim/invoice/feecalc",N
8d0613dc-3fd5-4836-9362-d96cf1b74aa9,typed,Blue colour mobile Nokia 8110,Mobile Number not available,"-Log into IndiaMART using your personal password.
-Click <b> <a href=""https://my.indiamart.com/userprofile/contactprofile/"" target=""_blank"">here</a></b> to update your Mobile Number
-If you do not have the password then select Login with Email option

<a href=""https://help.indiamart.com/knowledge-base/mobile-number-not-available/"" target=_blank>Know More</a>",N
36c72309-948a-4b2e-b00e-544e657ed9f6,typed,Hi sir,Default welcome intent for FCP,"Hey! How can we help you today? 
Please type your query or select any of the below options",Y
